state,avg_max_aqi,avg_x90th_percentile_aqi,avg_median_aqi,year,avg_max_aqi_2020,avg_x90th_percentile_aqi_2020,avg_median_aqi_2020
Puerto Rico,91.8,53.5,26.9,2019,NA,NA,NA
Rhode Island,103,53.333333333333336,39.333333333333336,2019,NA,NA,NA
South Carolina,82.38888888888889,53.666666666666664,38.22222222222222,2019,NA,NA,NA
South Dakota,90.4,52.4,33.5,2019,NA,NA,NA
Tennessee,87.08695652173913,57.65217391304348,41.21739130434783,2019,NA,NA,NA
Texas,115.95121951219512,60.390243902439025,42.21951219512195,2019,NA,NA,NA
Utah,126.46666666666667,63.333333333333336,43.93333333333333,2019,NA,NA,NA
Vermont,79.5,47,31.75,2019,NA,NA,NA
Virgin Islands,81,59.666666666666664,28.333333333333332,2019,NA,NA,NA
Virginia,74.8125,47.1875,34.46875,2019,NA,NA,NA
Washington,87.83870967741936,55.96774193548387,31.032258064516128,2019,NA,NA,NA
West Virginia,81.5,54.357142857142854,38.785714285714285,2019,NA,NA,NA
Wisconsin,99.5925925925926,55.74074074074074,38.55555555555556,2019,NA,NA,NA
Wyoming,98.16666666666667,52.388888888888886,38.94444444444444,2019,NA,NA,NA
Alabama,92.73333333333333,57,40.53333333333333,2021,NA,NA,NA
Alaska,99,45.625,20.625,2021,NA,NA,NA
Arizona,163.46153846153845,76.76923076923077,50.38461538461539,2021,NA,NA,NA
Arkansas,90.18181818181819,58.81818181818182,42.63636363636363,2021,NA,NA,NA
California,306.9433962264151,90,51.264150943396224,2021,NA,NA,NA
Colorado,144.61290322580646,73.25806451612904,39.70967741935484,2021,NA,NA,NA
Connecticut,142.875,63.75,40.375,2021,NA,NA,NA
Country Of Mexico,124,90.5,51.5,2021,NA,NA,NA
Delaware,117.33333333333333,60.666666666666664,43.333333333333336,2021,NA,NA,NA
District Of Columbia,153,71,51,2021,NA,NA,NA
Florida,84.94736842105263,53.21052631578947,40.921052631578945,2021,NA,NA,NA
Georgia,101.13793103448276,59.13793103448276,42.6551724137931,2021,NA,NA,NA
Hawaii,58.25,36.75,23.25,2021,NA,NA,NA
Idaho,164.94736842105263,69.47368421052632,36.68421052631579,2021,NA,NA,NA
Illinois,111.69565217391305,63.26086956521739,45.95652173913044,2021,NA,NA,NA
Indiana,102.03030303030303,59.333333333333336,41.57575757575758,2021,NA,NA,NA
Iowa,107.375,60.625,44,2021,NA,NA,NA
Kansas,155.54545454545453,57.63636363636363,39.54545454545455,2021,NA,NA,NA
Kentucky,99.61538461538461,56.80769230769231,41.46153846153846,2021,NA,NA,NA
Louisiana,99.9090909090909,54.95454545454545,39.31818181818182,2021,NA,NA,NA
Maine,121.5,50.6,34.9,2021,NA,NA,NA
Maryland,110.8125,59.8125,41.25,2021,NA,NA,NA
Massachusetts,121.84615384615384,56.53846153846154,40,2021,NA,NA,NA
Michigan,107.74074074074075,60.629629629629626,40.074074074074076,2021,NA,NA,NA
Minnesota,165.04761904761904,60.19047619047619,37,2021,NA,NA,NA
Mississippi,85.4,55.3,42.5,2021,NA,NA,NA
Missouri,106.85714285714286,55.42857142857143,39.95238095238095,2021,NA,NA,NA
Montana,153.6315789473684,71.6842105263158,34.473684210526315,2021,NA,NA,NA
Nebraska,107,54.9,34.3,2021,NA,NA,NA
Nevada,198.33333333333334,77.11111111111111,41.44444444444444,2021,NA,NA,NA
New Hampshire,124,52.142857142857146,37.42857142857143,2021,NA,NA,NA
New Jersey,119.6875,59.9375,42.375,2021,NA,NA,NA
New Mexico,173.0625,59.9375,35.125,2021,NA,NA,NA
New York,122.11111111111111,54.888888888888886,37.629629629629626,2021,NA,NA,NA
North Carolina,91.22222222222223,55.833333333333336,40.25,2021,NA,NA,NA
North Dakota,180.44444444444446,69.33333333333333,38.44444444444444,2021,NA,NA,NA
Ohio,99.17948717948718,59.53846153846154,40.51282051282051,2021,NA,NA,NA
Oklahoma,124.1,63.4,44.8,2021,NA,NA,NA
Oregon,172.6086956521739,66.3913043478261,34.130434782608695,2021,NA,NA,NA
Pennsylvania,120.65,62.325,43.6,2021,NA,NA,NA
Puerto Rico,109.4,51.1,25.3,2021,NA,NA,NA
Rhode Island,139.66666666666666,56,38.333333333333336,2021,NA,NA,NA
South Carolina,91.57142857142857,57.07142857142857,41.214285714285715,2021,NA,NA,NA
South Dakota,210.2,61.7,35.4,2021,NA,NA,NA
Tennessee,102.1304347826087,57.91304347826087,40.26086956521739,2021,NA,NA,NA
Texas,112.68888888888888,59.93333333333333,40.55555555555556,2021,NA,NA,NA
Utah,142.93333333333334,75.66666666666667,43.86666666666667,2021,NA,NA,NA
Vermont,103.5,50.25,32,2021,NA,NA,NA
Virgin Islands,72.5,53.5,25,2021,NA,NA,NA
Virginia,86.4375,47.59375,33.21875,2021,NA,NA,NA
Washington,150.2258064516129,55.83870967741935,31.129032258064516,2021,NA,NA,NA
West Virginia,84.35714285714286,56.57142857142857,37.642857142857146,2021,NA,NA,NA
Wisconsin,118.03448275862068,63.55172413793103,41.41379310344828,2021,NA,NA,NA
Wyoming,159.44444444444446,64.88888888888889,35.55555555555556,2021,NA,NA,NA
Alabama,NA,NA,NA,2020,91.3078431372549,57.794117647058826,42.001960784313724
Alaska,NA,NA,NA,2020,131.11111111111111,47.59027777777778,21.868055555555557
Arizona,NA,NA,NA,2020,164.80769230769232,70.61538461538461,46.73076923076923
Arkansas,NA,NA,NA,2020,87.74475524475525,58.25524475524476,43.2027972027972
California,NA,NA,NA,2020,270.6698113207547,82.67924528301887,48.990566037735846
Colorado,NA,NA,NA,2020,121.45161290322582,65.19354838709678,38.903225806451616
Connecticut,NA,NA,NA,2020,137.25,61.5,40.75
Country Of Mexico,NA,NA,NA,2020,129.5,89.75,54.5
Delaware,NA,NA,NA,2020,111,62.5,44.16666666666667
District Of Columbia,NA,NA,NA,2020,156,72,50
Florida,NA,NA,NA,2020,89.02496626180837,53.72064777327935,40.46052631578947
Georgia,NA,NA,NA,2020,103.60344827586206,59.77586206896552,43.603448275862064
Hawaii,NA,NA,NA,2020,77.125,36.5,22.25
Idaho,NA,NA,NA,2020,128.7236842105263,61.86184210526316,33.617105263157896
Illinois,NA,NA,NA,2020,108.86956521739131,62.21739130434783,45.565217391304344
Indiana,NA,NA,NA,2020,96.04217854217853,58.00450450450451,41.20679770679771
Iowa,NA,NA,NA,2020,96.8125,59.15625,42.21875
Kansas,NA,NA,NA,2020,128.1818181818182,54.59090909090909,36.90909090909091
Kentucky,NA,NA,NA,2020,90.84472934472934,55.866809116809115,42.04558404558404
Louisiana,NA,NA,NA,2020,96.11363636363636,56.27272727272727,40
Maine,NA,NA,NA,2020,108.1,49.900000000000006,35.25
Maryland,NA,NA,NA,2020,109.9375,60.0625,41.90625
Massachusetts,NA,NA,NA,2020,109,55.11538461538461,40.38461538461539
Michigan,NA,NA,NA,2020,99.63822751322752,57.011243386243386,38.59060846560847
Minnesota,NA,NA,NA,2020,131.42857142857142,56.88095238095238,35.095238095238095
Mississippi,NA,NA,NA,2020,88.85,56.4,43.1
Missouri,NA,NA,NA,2020,99.30952380952381,55.404761904761905,40.357142857142854
Montana,NA,NA,NA,2020,126.13157894736841,61.631578947368425,32.60526315789474
Nebraska,NA,NA,NA,2020,88.83333333333334,51.227777777777774,31.87222222222222
Nevada,NA,NA,NA,2020,146.77777777777777,65.27777777777777,38.44444444444444
New Hampshire,NA,NA,NA,2020,100.64285714285714,50.214285714285715,36.85714285714286
New Jersey,NA,NA,NA,2020,117.125,60.375,42.9375
New Mexico,NA,NA,NA,2020,163.8125,57.6875,34.21875
New York,NA,NA,NA,2020,103.95210727969348,53.32375478927203,37.36653895274585
North Carolina,NA,NA,NA,2020,87.91666666666667,56.59722222222223,41.16666666666667
North Dakota,NA,NA,NA,2020,134.32222222222222,59.56666666666666,36.67222222222222
Ohio,NA,NA,NA,2020,96.18974358974359,58.25673076923077,40.506410256410255
Oklahoma,NA,NA,NA,2020,109.64090909090909,59.518181818181816,42.127272727272725
Oregon,NA,NA,NA,2020,140.17934782608694,63.653985507246375,33.606884057971016
Pennsylvania,NA,NA,NA,2020,111.9125,60.837500000000006,42.825
Puerto Rico,NA,NA,NA,2020,100.6,52.3,26.1
Rhode Island,NA,NA,NA,2020,121.33333333333333,54.66666666666667,38.833333333333336
South Carolina,NA,NA,NA,2020,86.98015873015873,55.36904761904762,39.71825396825397
South Dakota,NA,NA,NA,2020,150.3,57.05,34.45
Tennessee,NA,NA,NA,2020,94.6086956521739,57.78260869565217,40.73913043478261
Texas,NA,NA,NA,2020,114.320054200542,60.161788617886174,41.387533875338754
Utah,NA,NA,NA,2020,134.7,69.5,43.9
Vermont,NA,NA,NA,2020,91.5,48.625,31.875
Virgin Islands,NA,NA,NA,2020,76.75,56.58333333333333,26.666666666666664
Virginia,NA,NA,NA,2020,80.625,47.390625,33.84375
Washington,NA,NA,NA,2020,119.03225806451613,55.903225806451616,31.08064516129032
West Virginia,NA,NA,NA,2020,82.92857142857143,55.46428571428571,38.214285714285715
Wisconsin,NA,NA,NA,2020,108.81353767560664,59.64623243933589,39.984674329501914
Wyoming,NA,NA,NA,2020,128.80555555555557,58.638888888888886,37.25
