"State","Year","Avg_Days_with_AQI","Avg_Good_Days","Avg_Moderate_Days","Avg_Unhealthy_for_Sensitive_Groups_Days","Avg_Unhealthy_Days","Avg_Very_Unhealthy_Days","Avg_Hazardous_Days","Avg_Max_AQI","Avg_90th_Percentile_AQI","Avg_Median_AQI","Avg_Days_CO","Avg_Days_NO2","Avg_Days_Ozone","Avg_Days_PM2.5","Avg_Days_PM10"
"Alabama",1999,184.238095238095,69.7619047619048,88.3809523809524,20,5.66666666666667,0.428571428571429,0,145.52380952381,93.5714285714286,54.3809523809524,2.23809523809524,0,93.1904761904762,71.4761904761905,17.3333333333333
"Alabama",2000,201.090909090909,75.2272727272727,99.0909090909091,22.6818181818182,3.77272727272727,0.318181818181818,0,151.136363636364,96.4545454545455,55.8636363636364,1.77272727272727,0.863636363636364,107.227272727273,81.1818181818182,10.0454545454545
"Alabama",2001,219,111.238095238095,94.0952380952381,11.3809523809524,1.9047619047619,0.380952380952381,0,137.238095238095,81.5238095238095,48.6666666666667,3.04761904761905,0.238095238095238,122.904761904762,83.3333333333333,9.47619047619048
"Alabama",2002,238.818181818182,128.772727272727,94.9545454545455,13.0909090909091,1.90909090909091,0.0909090909090909,0,143.954545454545,80.5454545454545,46.2727272727273,2.27272727272727,1.09090909090909,141.454545454545,83.4090909090909,10.5909090909091
"Alabama",2003,234,124.75,100.166666666667,8.54166666666667,0.541666666666667,0,0,132.833333333333,74.6666666666667,47.1666666666667,1.625,0.541666666666667,137.916666666667,85,8.91666666666667
"Alabama",2004,236.8,136.56,93.64,6.2,0.36,0.04,0,121.28,71.32,45.16,0.4,0.64,140.04,86.24,9.48
"Alabama",2005,237.25,124.958333333333,103.083333333333,8.58333333333333,0.625,0,0,122.833333333333,75.625,46.9166666666667,1.375,0.291666666666667,137.583333333333,88.7916666666667,9.20833333333333
"Alabama",2006,244.608695652174,120.652173913043,111.739130434783,11.0434782608696,1.1304347826087,0.0434782608695652,0,130.782608695652,78.5217391304348,48.6086956521739,1.95652173913043,0,151.869565217391,83.8695652173913,6.91304347826087
"Alabama",2007,277,120.4,138.25,16.05,2.25,0.05,0,155.9,88.6,53.2,0.9,0,155.05,114.7,6.35
"Alabama",2008,267.052631578947,136.842105263158,126.315789473684,3.57894736842105,0.315789473684211,0,0,114.526315789474,70.7368421052632,48.7894736842105,1.05263157894737,0,125.263157894737,133.736842105263,7
"Alabama",2009,272.368421052632,162.526315789474,108.894736842105,0.947368421052632,0,0,0,99.7368421052632,62.5263157894737,45.2631578947368,0.210526315789474,0,113,152.105263157895,7.05263157894737
"Alabama",2010,282.263157894737,123.210526315789,154.736842105263,4,0.315789473684211,0,0,112.947368421053,72.3157894736842,51.0526315789474,0,0,114.578947368421,159.421052631579,8.26315789473684
"Alabama",2011,248.526315789474,147.368421052632,96.8421052631579,3.94736842105263,0.368421052631579,0,0,111.894736842105,71.1578947368421,46.8421052631579,0.0526315789473684,0,147.105263157895,96.8421052631579,4.52631578947368
"Alabama",2012,263.588235294118,173,86.8235294117647,3.52941176470588,0.235294117647059,0,0,110.823529411765,64.8235294117647,44.0588235294118,0,0,159.411764705882,100.647058823529,3.52941176470588
"Alabama",2013,260.666666666667,192.777777777778,67.7222222222222,0.166666666666667,0,0,0,86.7777777777778,57,41.2777777777778,0,0,156.611111111111,101.111111111111,2.94444444444444
"Alabama",2014,260.444444444444,188.055555555556,71.5,0.888888888888889,0,0,0,93.7777777777778,58.9444444444444,41.7777777777778,0,0.277777777777778,157.555555555556,99.5,3.11111111111111
"Alabama",2015,287.277777777778,169.277777777778,116.777777777778,1.05555555555556,0.166666666666667,0,0,106.777777777778,60.3888888888889,44.9444444444444,0,0.111111111111111,110,174.111111111111,3.05555555555556
"Alabama",2016,277.555555555556,176.222222222222,99.7222222222222,1.33333333333333,0.277777777777778,0,0,113.055555555556,58.3888888888889,44.2777777777778,0,0.222222222222222,123.444444444444,150.277777777778,3.61111111111111
"Alabama",2017,286.444444444444,191.333333333333,94.2222222222222,0.777777777777778,0.0555555555555556,0.0555555555555556,0,106.888888888889,58.3333333333333,42.8888888888889,0,0.0555555555555556,133.722222222222,149.5,3.16666666666667
"Alabama",2018,294.588235294118,197.882352941176,96.1764705882353,0.411764705882353,0.117647058823529,0,0,99.1176470588235,58.1764705882353,41.4117647058824,0,0.0588235294117647,133.529411764706,160.823529411765,0.176470588235294
"Alabama",2019,290.352941176471,191.117647058824,98.2352941176471,1,0,0,0,89.8823529411765,58.5882352941176,43.4705882352941,0,0,137.588235294118,152.235294117647,0.529411764705882
"Alabama",2021,294.8,204.2,89.9333333333333,0.533333333333333,0.133333333333333,0,0,92.7333333333333,57,40.5333333333333,0,0.0666666666666667,120.666666666667,173.2,0.866666666666667
"Alaska",1999,194.166666666667,167.666666666667,24.6666666666667,1.5,0.333333333333333,0,0,107,51.6666666666667,23.6666666666667,49.3333333333333,0,59.6666666666667,50.1666666666667,35
"Alaska",2000,203,171,29.6666666666667,1.83333333333333,0.5,0,0,115.5,60,26,42,0,59.6666666666667,84.1666666666667,17.1666666666667
"Alaska",2001,151.25,126.625,23.625,1,0,0,0,84.75,57.75,23.25,31,0,44.875,63.125,12.25
"Alaska",2002,193.142857142857,167,24.8571428571429,1.14285714285714,0.142857142857143,0,0,94.1428571428571,50.1428571428571,24.5714285714286,34.5714285714286,0,47.2857142857143,97.1428571428571,14.1428571428571
"Alaska",2003,191.285714285714,174.714285714286,15.8571428571429,0.428571428571429,0.142857142857143,0,0.142857142857143,143.285714285714,46,20.2857142857143,36,0,51.7142857142857,87.2857142857143,16.2857142857143
"Alaska",2004,154.8,139.6,13.1,0.7,0.3,0.4,0.7,199,45,18.1,27.7,0,36,79,12.1
"Alaska",2005,167.666666666667,150.777777777778,16,0.666666666666667,0.222222222222222,0,0,92.7777777777778,43,19.6666666666667,27.3333333333333,0,39.5555555555556,88.4444444444444,12.3333333333333
"Alaska",2006,198.5,166.625,28.5,3.125,0.25,0,0,97.25,47.5,21.375,12.5,0,44.5,128.375,13.125
"Alaska",2007,198.875,168.875,27.625,2.125,0.25,0,0,92.5,44.25,20.375,15.75,0,44,124.125,15
"Alaska",2008,198.222222222222,170.444444444444,24,3,0.777777777777778,0,0,89.1111111111111,42.2222222222222,17.3333333333333,15.7777777777778,0,39.7777777777778,129.222222222222,13.4444444444444
"Alaska",2009,212.555555555556,168.333333333333,38.1111111111111,3.88888888888889,1.55555555555556,0.555555555555556,0.111111111111111,130.555555555556,50.1111111111111,22.3333333333333,1.44444444444444,0,38.5555555555556,165.111111111111,7.44444444444444
"Alaska",2010,262.125,207,50,4.125,1,0,0,92,48.875,24.125,1.5,0,56.5,196.875,7.25
