States,States Code,Year,Sex,Age Groups,Count,Population,Crude Rate
Florida,12,1999,Female,60-64 years ,56,384198,14.58
Florida,12,1999,Female,65-69 years,65,390376,16.65
Florida,12,1999,Female,70-74 years,74,400042,18.5
Florida,12,1999,Female,75-79 years,60,345148,17.38
Florida,12,1999,Female,80-84 years,39,236214,16.51
Florida,12,1999,Female,85+ years,20,214270,9.33
Florida,12,1999,Male,1-4 years,20,386759,5.17
Florida,12,1999,Male,5-9 years,28,531748,5.27
Florida,12,1999,Male,10-14 years,21,528838,3.97
Florida,12,1999,Male,25-29 years,19,503190,3.78
Florida,12,1999,Male,30-34 years,27,553436,4.88
Florida,12,1999,Male,35-39 years,26,630922,4.12
Florida,12,1999,Male,40-44 years,32,592312,5.4
Florida,12,1999,Male,45-49 years,37,512179,7.22
Florida,12,1999,Male,50-54 years,35,454601,7.7
Florida,12,1999,Male,55-59 years,51,372716,13.68
Florida,12,1999,Male,60-64 years ,50,336123,14.88
Florida,12,1999,Male,65-69 years,79,341808,23.11
Florida,12,1999,Male,70-74 years,71,330639,21.47
Florida,12,1999,Male,75-79 years,75,266430,28.15
Florida,12,1999,Male,80-84 years,42,164538,25.53
Florida,12,1999,Male,85+ years,30,108641,27.61
Florida,12,2000,Female,1-4 years,22,368761,5.97
Florida,12,2000,Female,5-9 years,18,500945,3.59
Florida,12,2000,Female,25-29 years,17,489401,3.47
Florida,12,2000,Female,30-34 years,16,540874,2.96
Florida,12,2000,Female,35-39 years,24,629834,3.81
Florida,12,2000,Female,40-44 years,25,621309,4.02
Florida,12,2000,Female,45-49 years,27,560100,4.82
Florida,12,2000,Female,50-54 years,43,515762,8.34
Florida,12,2000,Female,55-59 years,48,437355,10.98
Florida,12,2000,Female,60-64 years ,49,395710,12.38
Florida,12,2000,Female,65-69 years,59,387384,15.23
Florida,12,2000,Female,70-74 years,70,395058,17.72
Florida,12,2000,Female,75-79 years,79,349101,22.63
Florida,12,2000,Female,80-84 years,41,241059,17.01
Florida,12,2000,Female,85+ years,35,219729,15.93
Florida,12,2000,Male,1-4 years,19,388194,4.89
Florida,12,2000,Male,5-9 years,27,527185,5.12
Florida,12,2000,Male,10-14 years,23,545536,4.22
Florida,12,2000,Male,25-29 years,23,501903,4.58
Florida,12,2000,Male,30-34 years,29,549882,5.27
Florida,12,2000,Male,35-39 years,40,630901,6.34
Florida,12,2000,Male,40-44 years,43,610056,7.05
Florida,12,2000,Male,45-49 years,48,534798,8.98
Florida,12,2000,Male,50-54 years,45,481662,9.34
Florida,12,2000,Male,55-59 years,47,391947,11.99
Florida,12,2000,Male,60-64 years ,66,347291,19
Florida,12,2000,Male,65-69 years,71,339204,20.93
Florida,12,2000,Male,70-74 years,87,329739,26.38
Florida,12,2000,Male,75-79 years,75,269014,27.88
Florida,12,2000,Male,80-84 years,54,169210,31.91
Florida,12,2000,Male,85+ years,33,112657,29.29
Florida,12,2001,Female,1-4 years,16,371913,4.3
Florida,12,2001,Female,10-14 years,17,534396,3.18
Florida,12,2001,Female,35-39 years,30,625870,4.79
Florida,12,2001,Female,40-44 years,29,639464,4.54
Florida,12,2001,Female,45-49 years,26,580233,4.48
Florida,12,2001,Female,50-54 years,36,544902,6.61
Florida,12,2001,Female,55-59 years,46,453587,10.14
Florida,12,2001,Female,60-64 years ,51,407632,12.51
Florida,12,2001,Female,65-69 years,62,389423,15.92
Florida,12,2001,Female,70-74 years,59,393460,15
Florida,12,2001,Female,75-79 years,62,348874,17.77
Florida,12,2001,Female,80-84 years,49,248098,19.75
Florida,12,2001,Female,85+ years,42,220967,19.01
Florida,12,2001,Male,1-4 years,17,390590,4.35
Florida,12,2001,Male,5-9 years,19,522575,3.64
Florida,12,2001,Male,20-24 years,16,507085,3.16
Florida,12,2001,Male,25-29 years,25,491733,5.08
Florida,12,2001,Male,30-34 years,20,553416,3.61
Florida,12,2001,Male,35-39 years,33,625816,5.27
Florida,12,2001,Male,40-44 years,34,628880,5.41
Florida,12,2001,Male,45-49 years,43,554351,7.76
Florida,12,2001,Male,50-54 years,59,507575,11.62
Florida,12,2001,Male,55-59 years,54,408293,13.23
Florida,12,2001,Male,60-64 years ,63,358563,17.57
Florida,12,2001,Male,65-69 years,65,340215,19.11
Florida,12,2001,Male,70-74 years,72,332698,21.64
Florida,12,2001,Male,75-79 years,60,270302,22.2
Florida,12,2001,Male,80-84 years,56,175486,31.91
Florida,12,2001,Male,85+ years,30,114276,26.25
Florida,12,2002,Female,1-4 years,20,384381,5.2
Florida,12,2002,Female,5-9 years,19,493783,3.85
Florida,12,2002,Female,15-19 years,17,514448,3.3
Florida,12,2002,Female,30-34 years,17,554273,3.07
Florida,12,2002,Female,35-39 years,35,620018,5.64
Florida,12,2002,Female,40-44 years,33,652256,5.06
Florida,12,2002,Female,45-49 years,44,605368,7.27
Florida,12,2002,Female,50-54 years,42,551940,7.61
Florida,12,2002,Female,55-59 years,41,491653,8.34
Florida,12,2002,Female,60-64 years ,63,424164,14.85
Florida,12,2002,Female,65-69 years,58,394205,14.71
Florida,12,2002,Female,70-74 years,70,389117,17.99
Florida,12,2002,Female,75-79 years,57,349651,16.3
Florida,12,2002,Female,80-84 years,38,255098,14.9
Florida,12,2002,Female,85+ years,37,222139,16.66
Florida,12,2002,Male,1-4 years,18,402053,4.48
Florida,12,2002,Male,5-9 years,28,519824,5.39
Florida,12,2002,Male,10-14 years,17,572903,2.97
Florida,12,2002,Male,25-29 years,21,492339,4.27
Florida,12,2002,Male,30-34 years,24,558391,4.3
Florida,12,2002,Male,35-39 years,25,616555,4.05
Florida,12,2002,Male,40-44 years,42,643292,6.53
Florida,12,2002,Male,45-49 years,39,578076,6.75
Florida,12,2002,Male,50-54 years,54,513095,10.52
Florida,12,2002,Male,55-59 years,66,445621,14.81
Florida,12,2002,Male,60-64 years ,61,372773,16.36
Florida,12,2002,Male,65-69 years,56,344589,16.25
Florida,12,2002,Male,70-74 years,95,332624,28.56
Florida,12,2002,Male,75-79 years,70,272672,25.67
Florida,12,2002,Male,80-84 years,51,181145,28.15
Florida,12,2002,Male,85+ years,30,116885,25.67
Florida,12,2003,Female,1-4 years,22,393887,5.59
Florida,12,2003,Female,10-14 years,17,553452,3.07
Florida,12,2003,Female,30-34 years,16,556149,2.88
Florida,12,2003,Female,35-39 years,23,610302,3.77
Florida,12,2003,Female,40-44 years,30,663557,4.52
Florida,12,2003,Female,45-49 years,27,626757,4.31
Florida,12,2003,Female,50-54 years,38,566460,6.71
Florida,12,2003,Female,55-59 years,50,514072,9.73
Florida,12,2003,Female,60-64 years ,50,448990,11.14
Florida,12,2003,Female,65-69 years,65,402182,16.16
Florida,12,2003,Female,70-74 years,52,385484,13.49
Florida,12,2003,Female,75-79 years,59,350885,16.81
Florida,12,2003,Female,80-84 years,45,259231,17.36
Florida,12,2003,Female,85+ years,29,225650,12.85
Florida,12,2003,Male,1-4 years,22,412128,5.34
Florida,12,2003,Male,5-9 years,20,516732,3.87
Florida,12,2003,Male,10-14 years,18,582201,3.09
Florida,12,2003,Male,30-34 years,34,559151,6.08
Florida,12,2003,Male,35-39 years,34,605347,5.62
Florida,12,2003,Male,40-44 years,50,654428,7.64
Florida,12,2003,Male,45-49 years,54,600321,9
Florida,12,2003,Male,50-54 years,50,525305,9.52
Florida,12,2003,Male,55-59 years,54,467750,11.54
Florida,12,2003,Male,60-64 years ,64,394258,16.23
Florida,12,2003,Male,65-69 years,81,352693,22.97
Florida,12,2003,Male,70-74 years,88,331647,26.53
Florida,12,2003,Male,75-79 years,73,276171,26.43
Florida,12,2003,Male,80-84 years,51,184840,27.59
Florida,12,2003,Male,85+ years,25,120451,20.76
Florida,12,2004,Female,5-9 years,19,494082,3.85
Florida,12,2004,Female,10-14 years,23,561087,4.1
Florida,12,2004,Female,20-24 years,23,550803,4.18
Florida,12,2004,Female,25-29 years,19,505597,3.76
Florida,12,2004,Female,30-34 years,21,557992,3.76
Florida,12,2004,Female,35-39 years,30,603011,4.98
Florida,12,2004,Female,40-44 years,20,679610,2.94
Florida,12,2004,Female,45-49 years,29,647869,4.48
Florida,12,2004,Female,50-54 years,32,586819,5.45
Florida,12,2004,Female,55-59 years,44,542579,8.11
Florida,12,2004,Female,60-64 years ,42,472611,8.89
Florida,12,2004,Female,65-69 years,75,415844,18.04
Florida,12,2004,Female,70-74 years,53,381032,13.91
Florida,12,2004,Female,75-79 years,62,350789,17.67
Florida,12,2004,Female,80-84 years,64,266452,24.02
Florida,12,2004,Female,85+ years,44,229120,19.2
Florida,12,2004,Male,1-4 years,26,424194,6.13
Florida,12,2004,Male,5-9 years,17,518972,3.28
Florida,12,2004,Male,10-14 years,16,588908,2.72
Florida,12,2004,Male,20-24 years,17,574582,2.96
Florida,12,2004,Male,25-29 years,19,518962,3.66
Florida,12,2004,Male,30-34 years,28,559662,5
Florida,12,2004,Male,35-39 years,41,599362,6.84
Florida,12,2004,Male,40-44 years,50,669532,7.47
Florida,12,2004,Male,45-49 years,49,622535,7.87
Florida,12,2004,Male,50-54 years,67,544199,12.31
Florida,12,2004,Male,55-59 years,77,493455,15.6
Florida,12,2004,Male,60-64 years ,68,415133,16.38
Florida,12,2004,Male,65-69 years,69,365882,18.86
Florida,12,2004,Male,70-74 years,66,330189,19.99
Florida,12,2004,Male,75-79 years,68,279332,24.34
Florida,12,2004,Male,80-84 years,55,189569,29.01
Florida,12,2004,Male,85+ years,30,124101,24.17
Florida,12,2005,Female,1-4 years,25,417526,5.99
Florida,12,2005,Female,10-14 years,19,562526,3.38
Florida,12,2005,Female,25-29 years,17,530397,3.21
Florida,12,2005,Female,30-34 years,19,556169,3.42
Florida,12,2005,Female,40-44 years,26,687836,3.78
Florida,12,2005,Female,45-49 years,41,670504,6.11
Florida,12,2005,Female,50-54 years,39,610896,6.38
Florida,12,2005,Female,55-59 years,58,574777,10.09
Florida,12,2005,Female,60-64 years ,49,492519,9.95
Florida,12,2005,Female,65-69 years,53,429198,12.35
Florida,12,2005,Female,70-74 years,72,381383,18.88
Florida,12,2005,Female,75-79 years,56,350019,16
Florida,12,2005,Female,80-84 years,61,270786,22.53
Florida,12,2005,Female,85+ years,49,235399,20.82
Florida,12,2005,Male,1-4 years,20,436134,4.59
Florida,12,2005,Male,5-9 years,16,524558,3.05
Florida,12,2005,Male,10-14 years,16,590420,2.71
Florida,12,2005,Male,15-19 years,25,608537,4.11
Florida,12,2005,Male,20-24 years,17,590942,2.88
Florida,12,2005,Male,25-29 years,28,542871,5.16
Florida,12,2005,Male,30-34 years,39,555526,7.02
Florida,12,2005,Male,35-39 years,29,602707,4.81
Florida,12,2005,Male,40-44 years,44,677668,6.49
Florida,12,2005,Male,45-49 years,61,646702,9.43
Florida,12,2005,Male,50-54 years,49,567060,8.64
Florida,12,2005,Male,55-59 years,73,521581,14
Florida,12,2005,Male,60-64 years ,69,434740,15.87
Florida,12,2005,Male,65-69 years,97,377884,25.67
Florida,12,2005,Male,70-74 years,71,331153,21.44
Florida,12,2005,Male,75-79 years,80,282871,28.28
Florida,12,2005,Male,80-84 years,56,193347,28.96
Florida,12,2005,Male,85+ years,43,129047,33.32
Florida,12,2006,Female,1-4 years,29,420146,6.9
Florida,12,2006,Female,20-24 years,19,574546,3.31
Florida,12,2006,Female,25-29 years,21,559213,3.76
Florida,12,2006,Female,30-34 years,16,546998,2.93
Florida,12,2006,Female,35-39 years,26,614409,4.23
Florida,12,2006,Female,40-44 years,32,683854,4.68
Florida,12,2006,Female,45-49 years,32,689780,4.64
Florida,12,2006,Female,50-54 years,50,630041,7.94
Florida,12,2006,Female,55-59 years,51,604100,8.44
Florida,12,2006,Female,60-64 years ,49,508285,9.64
Florida,12,2006,Female,65-69 years,58,438173,13.24
Florida,12,2006,Female,70-74 years,50,380480,13.14
Florida,12,2006,Female,75-79 years,58,346254,16.75
Florida,12,2006,Female,80-84 years,40,269970,14.82
Florida,12,2006,Female,85+ years,58,242340,23.93
Florida,12,2006,Male,1-4 years,24,439285,5.46
Florida,12,2006,Male,5-9 years,22,535352,4.11
Florida,12,2006,Male,10-14 years,18,590238,3.05
Florida,12,2006,Male,15-19 years,16,625951,2.56
Florida,12,2006,Male,20-24 years,20,605681,3.3
Florida,12,2006,Male,25-29 years,25,567809,4.4
Florida,12,2006,Male,30-34 years,24,547635,4.38
Florida,12,2006,Male,35-39 years,34,609502,5.58
Florida,12,2006,Male,40-44 years,38,675201,5.63
Florida,12,2006,Male,45-49 years,34,667861,5.09
Florida,12,2006,Male,50-54 years,49,586241,8.36
Florida,12,2006,Male,55-59 years,81,546041,14.83
Florida,12,2006,Male,60-64 years ,87,449882,19.34
Florida,12,2006,Male,65-69 years,84,386148,21.75
Florida,12,2006,Male,70-74 years,61,330376,18.46
Florida,12,2006,Male,75-79 years,68,282901,24.04
Florida,12,2006,Male,80-84 years,39,193266,20.18
Florida,12,2006,Male,85+ years,36,134426,26.78
Florida,12,2007,Female,1-4 years,18,421169,4.27
Florida,12,2007,Female,5-9 years,16,517919,3.09
Florida,12,2007,Female,15-19 years,16,598036,2.68
Florida,12,2007,Female,25-29 years,18,574020,3.14
Florida,12,2007,Female,30-34 years,17,539721,3.15
Florida,12,2007,Female,35-39 years,20,615417,3.25
Florida,12,2007,Female,40-44 years,33,670131,4.92
Florida,12,2007,Female,45-49 years,31,696883,4.45
Florida,12,2007,Female,50-54 years,50,648702,7.71
Florida,12,2007,Female,55-59 years,57,605250,9.42
Florida,12,2007,Female,60-64 years ,73,540353,13.51
Florida,12,2007,Female,65-69 years,56,453789,12.34
Florida,12,2007,Female,70-74 years,55,384562,14.3
Florida,12,2007,Female,75-79 years,55,341814,16.09
Florida,12,2007,Female,80-84 years,59,271900,21.7
Florida,12,2007,Female,85+ years,35,249981,14
Florida,12,2007,Male,1-4 years,21,440254,4.77
Florida,12,2007,Male,10-14 years,17,585943,2.9
Florida,12,2007,Male,15-19 years,21,635456,3.3
Florida,12,2007,Male,20-24 years,26,617224,4.21
Florida,12,2007,Male,25-29 years,33,581846,5.67
Florida,12,2007,Male,30-34 years,22,541739,4.06
Florida,12,2007,Male,35-39 years,30,610737,4.91
Florida,12,2007,Male,40-44 years,46,661308,6.96
Florida,12,2007,Male,45-49 years,57,678374,8.4
Florida,12,2007,Male,50-54 years,55,604927,9.09
Florida,12,2007,Male,55-59 years,56,545842,10.26
Florida,12,2007,Male,60-64 years ,74,480352,15.41
Florida,12,2007,Male,65-69 years,84,398041,21.1
Florida,12,2007,Male,70-74 years,74,334056,22.15
Florida,12,2007,Male,75-79 years,74,282279,26.22
Florida,12,2007,Male,80-84 years,57,196110,29.07
Florida,12,2007,Male,85+ years,27,140644,19.2
Florida,12,2008,Female,1-4 years,25,422324,5.92
Florida,12,2008,Female,5-9 years,23,521635,4.41
Florida,12,2008,Female,10-14 years,16,554017,2.89
Florida,12,2008,Female,15-19 years,16,602359,2.66
Florida,12,2008,Female,20-24 years,17,588573,2.89
Florida,12,2008,Female,35-39 years,22,610846,3.6
Florida,12,2008,Female,40-44 years,32,653223,4.9
Florida,12,2008,Female,45-49 years,45,702862,6.4
Florida,12,2008,Female,50-54 years,60,664919,9.02
Florida,12,2008,Female,55-59 years,51,610741,8.35
Florida,12,2008,Female,60-64 years ,55,559556,9.83
Florida,12,2008,Female,65-69 years,51,478877,10.65
Florida,12,2008,Female,70-74 years,58,393147,14.75
Florida,12,2008,Female,75-79 years,54,339810,15.89
Florida,12,2008,Female,80-84 years,43,274744,15.65
Florida,12,2008,Female,85+ years,45,258660,17.4
Florida,12,2008,Male,1-4 years,29,441104,6.57
Florida,12,2008,Male,5-9 years,22,544143,4.04
Florida,12,2008,Male,10-14 years,19,580873,3.27
Florida,12,2008,Male,20-24 years,16,619325,2.58
Florida,12,2008,Male,25-29 years,29,590131,4.91
Florida,12,2008,Male,30-34 years,36,540314,6.66
Florida,12,2008,Male,35-39 years,20,605337,3.3
Florida,12,2008,Male,40-44 years,38,644202,5.9
Florida,12,2008,Male,45-49 years,43,685241,6.28
Florida,12,2008,Male,50-54 years,78,621810,12.54
Florida,12,2008,Male,55-59 years,60,548631,10.94
Florida,12,2008,Male,60-64 years ,70,498906,14.03
Florida,12,2008,Male,65-69 years,75,419192,17.89
Florida,12,2008,Male,70-74 years,72,341726,21.07
Florida,12,2008,Male,75-79 years,72,281806,25.55
Florida,12,2008,Male,80-84 years,41,200321,20.47
Florida,12,2008,Male,85+ years,37,146721,25.22
Florida,12,2009,Female,5-9 years,18,523793,3.44
Florida,12,2009,Female,10-14 years,19,550166,3.45
Florida,12,2009,Female,30-34 years,20,544804,3.67
Florida,12,2009,Female,35-39 years,27,602090,4.48
Florida,12,2009,Female,40-44 years,41,634780,6.46
Florida,12,2009,Female,45-49 years,33,709933,4.65
Florida,12,2009,Female,50-54 years,46,678203,6.78
Florida,12,2009,Female,55-59 years,61,621274,9.82
Florida,12,2009,Female,60-64 years ,67,579869,11.55
Florida,12,2009,Female,65-69 years,71,498816,14.23
Florida,12,2009,Female,70-74 years,63,403465,15.61
Florida,12,2009,Female,75-79 years,62,335262,18.49
Florida,12,2009,Female,80-84 years,58,275559,21.05
Florida,12,2009,Female,85+ years,43,268776,16
Florida,12,2009,Male,1-4 years,23,442999,5.19
Florida,12,2009,Male,5-9 years,23,545133,4.22
Florida,12,2009,Male,10-14 years,20,577977,3.46
Florida,12,2009,Male,20-24 years,20,621502,3.22
Florida,12,2009,Male,25-29 years,24,594070,4.04
Florida,12,2009,Male,30-34 years,24,545181,4.4
Florida,12,2009,Male,35-39 years,25,595468,4.2
Florida,12,2009,Male,40-44 years,34,627779,5.42
Florida,12,2009,Male,45-49 years,58,690815,8.4
Florida,12,2009,Male,50-54 years,71,636242,11.16
Florida,12,2009,Male,55-59 years,71,557806,12.73
Florida,12,2009,Male,60-64 years ,88,515650,17.07
Florida,12,2009,Male,65-69 years,93,436187,21.32
Florida,12,2009,Male,70-74 years,55,351220,15.66
Florida,12,2009,Male,75-79 years,85,279404,30.42
Florida,12,2009,Male,80-84 years,53,203715,26.02
Florida,12,2009,Male,85+ years,38,153311,24.79
Florida,12,2010,Female,1-4 years,23,422233,5.45
Florida,12,2010,Female,5-9 years,20,528298,3.79
Florida,12,2010,Female,10-14 years,18,552751,3.26
Florida,12,2010,Female,20-24 years,16,607488,2.63
Florida,12,2010,Female,25-29 years,18,585814,3.07
Florida,12,2010,Female,35-39 years,17,590117,2.88
Florida,12,2010,Female,40-44 years,30,629317,4.77
Florida,12,2010,Female,45-49 years,33,708172,4.66
Florida,12,2010,Female,50-54 years,45,692969,6.49
Florida,12,2010,Female,55-59 years,63,636930,9.89
Florida,12,2010,Female,60-64 years ,66,605424,10.9
Florida,12,2010,Female,65-69 years,70,513665,13.63
Florida,12,2010,Female,70-74 years,67,413306,16.21
Florida,12,2010,Female,75-79 years,61,335359,18.19
Florida,12,2010,Female,80-84 years,55,276752,19.87
Florida,12,2010,Female,85+ years,32,278447,11.49
Florida,12,2010,Male,1-4 years,21,440829,4.76
Florida,12,2010,Male,5-9 years,19,550408,3.45
Florida,12,2010,Male,10-14 years,24,578919,4.15
Florida,12,2010,Male,15-19 years,24,628689,3.82
Florida,12,2010,Male,25-29 years,29,597798,4.85
Florida,12,2010,Male,30-34 years,21,558371,3.76
Florida,12,2010,Male,35-39 years,31,582359,5.32
Florida,12,2010,Male,40-44 years,23,623607,3.69
Florida,12,2010,Male,45-49 years,58,690472,8.4
Florida,12,2010,Male,50-54 years,64,653793,9.79
Florida,12,2010,Male,55-59 years,71,573195,12.39
Florida,12,2010,Male,60-64 years ,82,537362,15.26
Florida,12,2010,Male,65-69 years,105,450835,23.29
Florida,12,2010,Male,70-74 years,97,359999,26.94
Florida,12,2010,Male,75-79 years,75,280341,26.75
Florida,12,2010,Male,80-84 years,47,207311,22.67
Florida,12,2010,Male,85+ years,35,159927,21.88
Florida,12,2011,Female,1-4 years,20,419393,4.77
Florida,12,2011,Female,5-9 years,16,528822,3.03
Florida,12,2011,Female,15-19 years,19,580921,3.27
Florida,12,2011,Female,25-29 years,17,591678,2.87
Florida,12,2011,Female,30-34 years,17,570697,2.98
Florida,12,2011,Female,35-39 years,17,574663,2.96
Florida,12,2011,Female,40-44 years,29,632549,4.58
Florida,12,2011,Female,45-49 years,32,695802,4.6
Florida,12,2011,Female,50-54 years,51,702972,7.25
Florida,12,2011,Female,55-59 years,57,650209,8.77
Florida,12,2011,Female,60-64 years ,63,628636,10.02
Florida,12,2011,Female,65-69 years,74,525827,14.07
Florida,12,2011,Female,70-74 years,64,425005,15.06
Florida,12,2011,Female,75-79 years,66,338196,19.52
Florida,12,2011,Female,80-84 years,39,277575,14.05
Florida,12,2011,Female,85+ years,38,287434,13.22
Florida,12,2011,Male,1-4 years,20,437672,4.57
Florida,12,2011,Male,5-9 years,21,551613,3.81
Florida,12,2011,Male,15-19 years,24,618949,3.88
Florida,12,2011,Male,20-24 years,20,654438,3.06
Florida,12,2011,Male,25-29 years,29,609188,4.76
Florida,12,2011,Male,30-34 years,35,571556,6.12
Florida,12,2011,Male,35-39 years,31,568668,5.45
Florida,12,2011,Male,40-44 years,42,627196,6.7
Florida,12,2011,Male,45-49 years,51,681614,7.48
Florida,12,2011,Male,50-54 years,63,668709,9.42
Florida,12,2011,Male,55-59 years,85,588495,14.44
Florida,12,2011,Male,60-64 years ,87,557815,15.6
Florida,12,2011,Male,65-69 years,89,462707,19.23
Florida,12,2011,Male,70-74 years,82,369450,22.2
Florida,12,2011,Male,75-79 years,67,284333,23.56
Florida,12,2011,Male,80-84 years,46,211085,21.79
Florida,12,2011,Male,85+ years,32,166473,19.22
Florida,12,2012,Female,1-4 years,23,418293,5.5
Florida,12,2012,Female,5-9 years,17,534714,3.18
Florida,12,2012,Female,20-24 years,17,643386,2.64
Florida,12,2012,Female,30-34 years,24,585599,4.1
Florida,12,2012,Female,35-39 years,21,571482,3.67
Florida,12,2012,Female,40-44 years,24,635767,3.77
Florida,12,2012,Female,45-49 years,33,683792,4.83
Florida,12,2012,Female,50-54 years,35,709406,4.93
Florida,12,2012,Female,55-59 years,59,668629,8.82
Florida,12,2012,Female,60-64 years ,68,622772,10.92
Florida,12,2012,Female,65-69 years,77,563647,13.66
Florida,12,2012,Female,70-74 years,61,442151,13.8
Florida,12,2012,Female,75-79 years,74,344472,21.48
Florida,12,2012,Female,80-84 years,54,277021,19.49
Florida,12,2012,Female,85+ years,50,297417,16.81
Florida,12,2012,Male,1-4 years,19,436223,4.36
Florida,12,2012,Male,5-9 years,18,557993,3.23
Florida,12,2012,Male,10-14 years,20,582750,3.43
Florida,12,2012,Male,20-24 years,18,669156,2.69
Florida,12,2012,Male,25-29 years,24,620497,3.87
Florida,12,2012,Male,30-34 years,17,587268,2.89
Florida,12,2012,Male,35-39 years,30,565885,5.3
Florida,12,2012,Male,40-44 years,27,630531,4.28
Florida,12,2012,Male,45-49 years,50,671241,7.45
Florida,12,2012,Male,50-54 years,59,678891,8.69
Florida,12,2012,Male,55-59 years,74,607491,12.18
Florida,12,2012,Male,60-64 years ,95,550067,17.27
Florida,12,2012,Male,65-69 years,74,498439,14.85
Florida,12,2012,Male,70-74 years,81,384209,21.08
Florida,12,2012,Male,75-79 years,78,289909,26.9
Florida,12,2012,Male,80-84 years,49,213825,22.92
Florida,12,2012,Male,85+ years,46,174336,26.39
Florida,12,2013,Female,1-4 years,17,417190,4.07
Florida,12,2013,Female,10-14 years,19,558707,3.4
Florida,12,2013,Female,25-29 years,21,609095,3.45
Florida,12,2013,Female,30-34 years,22,598064,3.68
Florida,12,2013,Female,35-39 years,22,574367,3.83
Florida,12,2013,Female,40-44 years,23,636210,3.62
Florida,12,2013,Female,45-49 years,47,669360,7.02
Florida,12,2013,Female,50-54 years,49,716236,6.84
Florida,12,2013,Female,55-59 years,70,683446,10.24
Florida,12,2013,Female,60-64 years ,76,629785,12.07
Florida,12,2013,Female,65-69 years,85,581442,14.62
Florida,12,2013,Female,70-74 years,62,468244,13.24
Florida,12,2013,Female,75-79 years,53,354163,14.96
Florida,12,2013,Female,80-84 years,49,275924,17.76
Florida,12,2013,Female,85+ years,53,305875,17.33
Florida,12,2013,Male,1-4 years,25,435364,5.74
Florida,12,2013,Male,5-9 years,33,566016,5.83
Florida,12,2013,Male,10-14 years,17,582809,2.92
Florida,12,2013,Male,20-24 years,16,675658,2.37
Florida,12,2013,Male,25-29 years,24,632347,3.8
Florida,12,2013,Male,30-34 years,39,602017,6.48
Florida,12,2013,Male,35-39 years,21,569668,3.69
Florida,12,2013,Male,40-44 years,33,630607,5.23
Florida,12,2013,Male,45-49 years,51,658785,7.74
Florida,12,2013,Male,50-54 years,73,690057,10.58
Florida,12,2013,Male,55-59 years,66,624975,10.56
Florida,12,2013,Male,60-64 years ,82,554807,14.78
Florida,12,2013,Male,65-69 years,89,514694,17.29
Florida,12,2013,Male,70-74 years,93,407501,22.82
Florida,12,2013,Male,75-79 years,75,299236,25.06
Florida,12,2013,Male,80-84 years,56,215330,26.01
Florida,12,2013,Male,85+ years,57,181308,31.44
Florida,12,2014,Female,1-4 years,21,420396,5
Florida,12,2014,Female,10-14 years,28,561580,4.99
Florida,12,2014,Female,20-24 years,20,645050,3.1
Florida,12,2014,Female,25-29 years,27,625678,4.32
Florida,12,2014,Female,30-34 years,17,611565,2.78
Florida,12,2014,Female,35-39 years,21,582529,3.6
Florida,12,2014,Female,40-44 years,21,633713,3.31
Florida,12,2014,Female,45-49 years,22,656509,3.35
Florida,12,2014,Female,50-54 years,41,725815,5.65
Florida,12,2014,Female,55-59 years,60,697575,8.6
Florida,12,2014,Female,60-64 years ,62,645451,9.61
Florida,12,2014,Female,65-69 years,81,605971,13.37
Florida,12,2014,Female,70-74 years,61,488373,12.49
Florida,12,2014,Female,75-79 years,56,366571,15.28
Florida,12,2014,Female,80-84 years,45,275310,16.35
Florida,12,2014,Female,85+ years,49,314900,15.56
Florida,12,2014,Male,1-4 years,21,439353,4.78
Florida,12,2014,Male,5-9 years,23,569323,4.04
Florida,12,2014,Male,10-14 years,18,586071,3.07
Florida,12,2014,Male,15-19 years,18,614001,2.93
Florida,12,2014,Male,20-24 years,24,676223,3.55
Florida,12,2014,Male,25-29 years,22,651326,3.38
Florida,12,2014,Male,30-34 years,33,616439,5.35
Florida,12,2014,Male,40-44 years,35,626962,5.58
Florida,12,2014,Male,45-49 years,54,649793,8.31
Florida,12,2014,Male,50-54 years,57,702015,8.12
Florida,12,2014,Male,55-59 years,78,642854,12.13
Florida,12,2014,Male,60-64 years ,79,568289,13.9
Florida,12,2014,Male,65-69 years,111,536151,20.7
Florida,12,2014,Male,70-74 years,108,424570,25.44
Florida,12,2014,Male,75-79 years,85,310772,27.35
Florida,12,2014,Male,80-84 years,50,216604,23.08
Florida,12,2014,Male,85+ years,51,188373,27.07
Florida,12,2015,Female,5-9 years,21,548631,3.83
Florida,12,2015,Female,15-19 years,16,588914,2.72
Florida,12,2015,Female,20-24 years,19,636113,2.99
Florida,12,2015,Female,25-29 years,25,647785,3.86
Florida,12,2015,Female,35-39 years,23,599701,3.84
Florida,12,2015,Female,40-44 years,28,627582,4.46
Florida,12,2015,Female,45-49 years,31,656676,4.72
Florida,12,2015,Female,50-54 years,48,728971,6.58
Florida,12,2015,Female,55-59 years,61,714052,8.54
Florida,12,2015,Female,60-64 years ,73,664861,10.98
Florida,12,2015,Female,65-69 years,77,633465,12.16
Florida,12,2015,Female,70-74 years,77,507102,15.18
Florida,12,2015,Female,75-79 years,61,377419,16.16
Florida,12,2015,Female,80-84 years,60,278638,21.53
Florida,12,2015,Female,85+ years,58,323206,17.95
Florida,12,2015,Male,1-4 years,31,447386,6.93
Florida,12,2015,Male,5-9 years,24,573058,4.19
Florida,12,2015,Male,10-14 years,17,591310,2.87
